Study.Phase,Site,Tran,Dist,Replicate,Date.placed.in.field,Date.removed.from.field,Year,Flux,Filter_Num,RB_Num,Flood_Obsv,BigBio_Obsv,SmallBio_Obsv,Drop_Obsv,OpenBag_Obsv,Position_Obsv,DryTime_Obsv,NegValue_Num,Master_Flag,Month,marsh_edge_type,marsh_orientation,Phen_Period,Marsh_Area,Point_ID,Elevation_m,z_star,mean_wind_speed_kt,max_gust_kt,n_obs,local_slope,slope_fitted_elevation_m,extrapolated,edge_slope_max_deg,edge_slope_avg_deg,Study.Dataset,Season,LOI,Marsh_Loc
M1,GiantMarsh,T2,48,c,2025-07-09,2025-08-06,2025,2.352124802,0,0,0,0,0,0,0,0,0,0,OK,August,Scarped,West.facing,"Late_Dry
(Months 1-3)",Upland,G2-48c,1.8836677673355344,0.985709306,6.15150592216582,19.44,591,-0.03370930171824177,1.4800192766320546,TRUE,47.44065202971936,2.141172071480484,Thesis,NA,NA,NA
M1,CorteMadera,T2,0.5,a,2025-07-10,2025-08-07,2025,NA,1,0,0,0,0,0,0,0,0,0,Review,August,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C2-0.5a,1.621234442468885,0.726909091,6.167200674536256,19.44,593,0.16925078293661744,1.481725221967733,FALSE,68.92888177014264,1.9959970930436297,Thesis,NA,NA,NA
M1,CorteMadera,T2,0.5,b,2025-07-10,2025-08-07,2025,2.636638824,1,0,0,0,0,0,0,0,0,0,Review,August,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C2-0.5b,1.6392176784353567,0.748363636,6.167200674536256,19.44,593,0.16925078293661744,1.481725221967733,FALSE,68.92888177014264,1.9959970930436297,Thesis,NA,NA,NA
M1,CorteMadera,T2,0.5,c,2025-07-10,2025-08-07,2025,2.048691832,1,0,0,0,0,0,0,0,0,0,Review,August,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C2-0.5c,1.6495808991617982,0.760727273,6.167200674536256,19.44,593,0.16925078293661744,1.481725221967733,FALSE,68.92888177014264,1.9959970930436297,Thesis,NA,NA,NA
M1,CorteMadera,T2,2,a,2025-07-10,2025-08-07,2025,3.099339015,1,0,0,0,0,0,0,0,0,0,Review,August,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C2-2a,1.656286512573025,0.768727273,6.167200674536256,19.44,593,0.09235576383065149,1.6757667363825983,FALSE,68.92888177014264,1.9959970930436297,Thesis,NA,NA,NA
M1,CorteMadera,T2,2,b,2025-07-10,2025-08-07,2025,NA,1,0,0,0,0,0,0,0,0,0,Review,August,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C2-2b,1.6544577089154178,0.766545455,6.167200674536256,19.44,593,0.09235576383065149,1.6757667363825983,FALSE,68.92888177014264,1.9959970930436297,Thesis,NA,NA,NA
M1,CorteMadera,T2,2,c,2025-07-10,2025-08-07,2025,1.610243823,0,0,0,0,0,0,0,0,0,0,OK,August,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C2-2c,1.6556769113538228,0.768,6.167200674536256,19.44,593,0.09235576383065149,1.6757667363825983,FALSE,68.92888177014264,1.9959970930436297,Thesis,NA,NA,NA
M1,CorteMadera,T2,6,a,2025-07-10,2025-08-07,2025,2.902570735,0,0,0,0,0,0,0,0,0,0,OK,August,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C2-6a,1.6623825247650494,0.776,6.167200674536256,19.44,593,-0.00332539341534895,1.8033913358538023,FALSE,68.92888177014264,1.9959970930436297,Thesis,NA,NA,NA
M1,CorteMadera,T2,6,b,2025-07-10,2025-08-07,2025,5.880817259,1,0,0,0,0,0,0,0,0,0,Review,August,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C2-6b,1.6727457454914911,0.788363636,6.167200674536256,19.44,593,-0.00332539341534895,1.8033913358538023,FALSE,68.92888177014264,1.9959970930436297,Thesis,NA,NA,NA
M1,CorteMadera,T2,6,c,2025-07-10,2025-08-07,2025,2.676890709,0,0,0,0,0,0,0,0,0,0,OK,August,Scarped,East.facing,"Late_Dry
(Months 1-3)",Edge,C2-6c,1.6675641351282702,0.782181818,6.167200674536256,19.44,593,-0.00332539341534895,1.8033913358538023,FALSE,68.92888177014264,1.9959970930436297,Thesis,NA,NA,NA
M1,CorteMadera,T2,12,a,2025-07-10,2025-08-07,2025,2.498760679,0,0,0,0,0,0,0,0,0,0,OK,August,Scarped,East.facing,"Late_Dry
(Months 1-3)",Platform,C2-12a,1.664820929641859,0.778909091,6.167200674536256,19.44,593,-0.0058473496992098,1.752402790171007,FALSE,68.92888177014264,1.9959970930436297,Thesis,NA,NA,NA
M1,CorteMadera,T2,12,b,2025-07-10,2025-08-07,2025,2.83295799,0,0,0,0,0,0,0,0,0,0,OK,August,Scarped,East.facing,"Late_Dry
(Months 1-3)",Platform,C2-12b,1.6651257302514604,0.779272727,6.167200674536256,19.44,593,-0.0058473496992098,1.752402790171007,FALSE,68.92888177014264,1.9959970930436297,Thesis,NA,NA,NA
M1,CorteMadera,T2,12,c,2025-07-10,2025-08-07,2025,3.609664055,1,0,0,0,0,0,0,0,0,0,Review,August,Scarped,East.facing,"Late_Dry
(Months 1-3)",Platform,C2-12c,1.6657353314706629,0.78,6.167200674536256,19.44,593,-0.0058473496992098,1.752402790171007,FALSE,68.92888177014264,1.9959970930436297,Thesis,NA,NA,NA
M1,CorteMadera,T2,24,a,2025-07-10,2025-08-07,2025,7.066030367,0,0,0,0,0,0,0,0,0,0,OK,August,Scarped,East.facing,"Late_Dry
(Months 1-3)",Platform,C2-24a,1.6794513589027176,0.796363636,6.167200674536256,19.44,593,6.099121469114189e-4,1.74610186223484,FALSE,68.92888177014264,1.9959970930436297,Thesis,NA,NA,NA
M1,CorteMadera,T2,24,b,2025-07-10,2025-08-07,2025,6.442266496,0,0,0,0,0,0,0,0,0,0,OK,August,Scarped,East.facing,"Late_Dry
(Months 1-3)",Platform,C2-24b,1.6843281686563372,0.802181818,6.167200674536256,19.44,593,6.099121469114189e-4,1.74610186223484,FALSE,68.92888177014264,1.9959970930436297,Thesis,NA,NA,NA
M1,CorteMadera,T2,24,c,2025-07-10,2025-08-07,2025,7.961396219,0,0,0,0,0,0,0,0,0,0,OK,August,Scarped,East.facing,"Late_Dry
(Months 1-3)",Platform,C2-24c,1.6751841503683007,0.791272727,6.167200674536256,19.44,593,6.099121469114189e-4,1.74610186223484,FALSE,68.92888177014264,1.9959970930436297,Thesis,NA,NA,NA
M1,CorteMadera,T2,48,a,2025-07-10,2025-08-07,2025,4.841959331,0,0,0,0,0,0,0,0,0,0,OK,August,Scarped,East.facing,"Late_Dry
(Months 1-3)",Upland,C2-48a,1.6794513589027176,0.796363636,6.167200674536256,19.44,593,-0.00378424848987517,1.7284424717637423,FALSE,68.92888177014264,1.9959970930436297,Thesis,NA,NA,NA
M1,CorteMadera,T2,48,b,2025-07-10,2025-08-07,2025,NA,1,0,0,0,0,0,0,0,0,0,Review,August,Scarped,East.facing,"Late_Dry
(Months 1-3)",Upland,C2-48b,1.6821945643891287,0.799636364,6.167200674536256,19.44,593,-0.00378424848987517,1.7284424717637423,FALSE,68.92888177014264,1.9959970930436297,Thesis,NA,NA,NA
M1,CorteMadera,T2,48,c,2025-07-10,2025-08-07,2025,29.16061011,1,0,0,0,0,0,0,0,0,0,Review,August,Scarped,East.facing,"Late_Dry
(Months 1-3)",Upland,C2-48c,1.673050546101092,0.788727273,6.167200674536256,19.44,593,-0.00378424848987517,1.7284424717637423,FALSE,68.92888177014264,1.9959970930436297,Thesis,NA,NA,NA
M1,SanPablo,T1,0.5,b,2025-07-11,2025-08-08,2025,NA,1,0,0,0,0,0,0,0,0,0,Review,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S1-0.5b,1.722733045466091,0.790542907,11.00796711509716,24.3,669,0.01994320045890097,1.8226043860308456,FALSE,25.333978068263427,1.1905148622217414,Thesis,NA,NA,NA
M1,SanPablo,T1,0.5,c,2025-07-11,2025-08-08,2025,NA,1,0,0,0,0,0,0,0,0,0,Review,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S1-0.5c,1.723037846075692,0.79089317,11.00796711509716,24.3,669,0.01994320045890097,1.8226043860308456,FALSE,25.333978068263427,1.1905148622217414,Thesis,NA,NA,NA
M1,SanPablo,T1,2,b,2025-07-11,2025-08-08,2025,24.21625267,0,0,0,0,0,0,0,0,0,0,OK,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S1-2b,1.7202946405892812,0.787740806,11.00796711509716,24.3,669,0.3776886912580827,1.8192972125194615,FALSE,25.333978068263427,1.1905148622217414,Thesis,NA,NA,NA
M1,SanPablo,T1,2,c,2025-07-11,2025-08-08,2025,27.01895158,0,0,0,0,0,0,0,0,0,0,OK,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S1-2c,1.7550419100838202,0.827670753,11.00796711509716,24.3,669,0.3776886912580827,1.8192972125194615,FALSE,25.333978068263427,1.1905148622217414,Thesis,NA,NA,NA
M1,SanPablo,T1,6,a,2025-07-11,2025-08-08,2025,4.954013393,0,0,0,0,0,0,0,0,0,0,OK,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S1-6a,1.8266700533401063,0.909982487,11.00796711509716,24.3,669,-0.0114628633903121,1.8447290956966944,FALSE,25.333978068263427,1.1905148622217414,Thesis,NA,NA,NA
M1,SanPablo,T1,6,b,2025-07-11,2025-08-08,2025,7.274849887,1,0,0,0,0,0,0,0,0,0,Review,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S1-6b,1.8254508509017016,0.908581436,11.00796711509716,24.3,669,-0.0114628633903121,1.8447290956966944,FALSE,25.333978068263427,1.1905148622217414,Thesis,NA,NA,NA
M1,SanPablo,T1,6,c,2025-07-11,2025-08-08,2025,10.92880786,1,0,0,0,0,0,0,0,0,0,Review,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S1-6c,1.83002286004572,0.913835377,11.00796711509716,24.3,669,-0.0114628633903121,1.8447290956966944,FALSE,25.333978068263427,1.1905148622217414,Thesis,NA,NA,NA
M1,SanPablo,T1,12,a,2025-07-11,2025-08-08,2025,2.547714157,0,0,0,0,0,0,0,0,0,0,OK,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform,S1-12a,1.877266954533909,0.968126095,11.00796711509716,24.3,669,0.05459195462793114,1.939426772189594,FALSE,25.333978068263427,1.1905148622217414,Thesis,NA,NA,NA
M1,SanPablo,T1,12,b,2025-07-11,2025-08-08,2025,2.299802965,0,0,0,0,0,0,0,0,0,0,OK,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform,S1-12b,1.889763779527559,0.982486865,11.00796711509716,24.3,669,0.05459195462793114,1.939426772189594,FALSE,25.333978068263427,1.1905148622217414,Thesis,NA,NA,NA
M1,SanPablo,T1,12,c,2025-07-11,2025-08-08,2025,4.687351672,0,0,0,0,0,0,0,0,0,0,OK,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform,S1-12c,1.8851917703835408,0.977232925,11.00796711509716,24.3,669,0.05459195462793114,1.939426772189594,FALSE,25.333978068263427,1.1905148622217414,Thesis,NA,NA,NA
M1,SanPablo,T1,24,a,2025-07-11,2025-08-08,2025,2.709563787,0,0,0,0,0,0,0,0,0,0,OK,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform,S1-24a,1.9751079502159004,1.08056042,11.00796711509716,24.3,669,0.01741473153111573,2.037429934956382,FALSE,25.333978068263427,1.1905148622217414,Thesis,NA,NA,NA
M1,SanPablo,T1,24,b,2025-07-11,2025-08-08,2025,3.67403713,0,0,0,0,0,0,0,0,0,0,OK,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform,S1-24b,1.984861569723139,1.091768827,11.00796711509716,24.3,669,0.01741473153111573,2.037429934956382,FALSE,25.333978068263427,1.1905148622217414,Thesis,NA,NA,NA
M1,SanPablo,T1,24,c,2025-07-11,2025-08-08,2025,3.349158944,0,0,0,0,0,0,0,0,0,0,OK,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform,S1-24c,1.9751079502159004,1.08056042,11.00796711509716,24.3,669,0.01741473153111573,2.037429934956382,FALSE,25.333978068263427,1.1905148622217414,Thesis,NA,NA,NA
M1,SanPablo,T1,48,a,2025-07-11,2025-08-08,2025,1.80976293,0,0,0,0,0,0,0,0,0,0,OK,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland,S1-48a,2.013208026416053,1.124343257,11.00796711509716,24.3,669,-0.00126515639596243,2.068042486947528,FALSE,25.333978068263427,1.1905148622217414,Thesis,NA,NA,NA
M1,SanPablo,T1,48,b,2025-07-11,2025-08-08,2025,2.644554467,0,0,0,0,0,0,0,0,0,0,OK,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland,S1-48b,2.0159512319024637,1.127495622,11.00796711509716,24.3,669,-0.00126515639596243,2.068042486947528,FALSE,25.333978068263427,1.1905148622217414,Thesis,NA,NA,NA
M1,SanPablo,T1,48,c,2025-07-11,2025-08-08,2025,2.149125058,0,0,0,0,0,0,0,0,0,0,OK,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland,S1-48c,2.0144272288544576,1.125744308,11.00796711509716,24.3,669,-0.00126515639596243,2.068042486947528,FALSE,25.333978068263427,1.1905148622217414,Thesis,NA,NA,NA
M1,SanPablo,T2,0.5,a,2025-07-11,2025-08-08,2025,NA,1,0,0,0,0,0,0,0,0,0,Review,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S2-0.5a,1.727305054610109,0.795796848,11.00796711509716,24.3,669,0.01304185246874274,1.9776110105035407,FALSE,35.97380842326667,1.4533466871480498,Thesis,NA,NA,NA
M1,SanPablo,T2,0.5,b,2025-07-11,2025-08-08,2025,NA,1,0,0,0,0,0,0,0,0,0,Review,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S2-0.5b,1.7297434594869188,0.798598949,11.00796711509716,24.3,669,0.01304185246874274,1.9776110105035407,FALSE,35.97380842326667,1.4533466871480498,Thesis,NA,NA,NA
M1,SanPablo,T2,2,a,2025-07-11,2025-08-08,2025,42.4775842,1,0,0,0,0,0,0,0,0,0,Review,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S2-2a,1.7401066802133602,0.810507881,11.00796711509716,24.3,669,0.01154246712137735,1.9960940502981117,FALSE,35.97380842326667,1.4533466871480498,Thesis,NA,NA,NA
M1,SanPablo,T2,2,b,2025-07-11,2025-08-08,2025,NA,1,0,0,0,0,0,0,0,0,0,Review,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S2-2b,1.751993903987808,0.824168126,11.00796711509716,24.3,669,0.01154246712137735,1.9960940502981117,FALSE,35.97380842326667,1.4533466871480498,Thesis,NA,NA,NA
M1,SanPablo,T2,2,c,2025-07-11,2025-08-08,2025,22.4179983,1,0,0,0,0,0,0,0,0,0,Review,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S2-2c,1.750469900939802,0.822416813,11.00796711509716,24.3,669,0.01154246712137735,1.9960940502981117,FALSE,35.97380842326667,1.4533466871480498,Thesis,NA,NA,NA
M1,SanPablo,T2,6,a,2025-07-11,2025-08-08,2025,3.992739992,1,0,0,0,0,0,0,0,0,0,Review,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S2-6a,1.8239268478536956,0.906830123,11.00796711509716,24.3,669,0.00730802606089925,2.0337458535335737,FALSE,35.97380842326667,1.4533466871480498,Thesis,NA,NA,NA
M1,SanPablo,T2,6,b,2025-07-11,2025-08-08,2025,NA,1,0,0,0,0,0,0,0,0,0,Review,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S2-6b,1.8135636271272544,0.894921191,11.00796711509716,24.3,669,0.00730802606089925,2.0337458535335737,FALSE,35.97380842326667,1.4533466871480498,Thesis,NA,NA,NA
M1,SanPablo,T2,6,c,2025-07-11,2025-08-08,2025,6.085894157,1,0,0,0,0,0,0,0,0,0,Review,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S2-6c,1.8083820167640337,0.888966725,11.00796711509716,24.3,669,0.00730802606089925,2.0337458535335737,FALSE,35.97380842326667,1.4533466871480498,Thesis,NA,NA,NA
M1,SanPablo,T2,12,a,2025-07-11,2025-08-08,2025,8.406075692,0,0,0,0,0,0,0,0,0,0,OK,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform,S2-12a,1.899517399034798,0.993695271,11.00796711509716,24.3,669,7.536119889995986e-4,2.059116795755984,FALSE,35.97380842326667,1.4533466871480498,Thesis,NA,NA,NA
M1,SanPablo,T2,12,b,2025-07-11,2025-08-08,2025,8.975328293,0,0,0,0,0,0,0,0,0,0,OK,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform,S2-12b,1.8912877825755652,0.984238179,11.00796711509716,24.3,669,7.536119889995986e-4,2.059116795755984,FALSE,35.97380842326667,1.4533466871480498,Thesis,NA,NA,NA
M1,SanPablo,T2,12,c,2025-07-11,2025-08-08,2025,7.346614638,0,0,0,0,0,0,0,0,0,0,OK,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform,S2-12c,1.8836677673355344,0.975481611,11.00796711509716,24.3,669,7.536119889995986e-4,2.059116795755984,FALSE,35.97380842326667,1.4533466871480498,Thesis,NA,NA,NA
M1,SanPablo,T2,24,a,2025-07-11,2025-08-08,2025,3.535092338,0,0,0,0,0,0,0,0,0,0,OK,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform,S2-24a,2.0001016002032004,1.109281961,11.00796711509716,24.3,669,-7.498068190482683e-4,2.04343186206419,FALSE,35.97380842326667,1.4533466871480498,Thesis,NA,NA,NA
M1,SanPablo,T2,24,b,2025-07-11,2025-08-08,2025,2.837168439,0,0,0,0,0,0,0,0,0,0,OK,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform,S2-24b,1.9979679959359915,1.106830123,11.00796711509716,24.3,669,-7.498068190482683e-4,2.04343186206419,FALSE,35.97380842326667,1.4533466871480498,Thesis,NA,NA,NA
M1,SanPablo,T2,24,c,2025-07-11,2025-08-08,2025,2.099104933,0,0,0,0,0,0,0,0,0,0,OK,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform,S2-24c,1.9915671831343664,1.099474606,11.00796711509716,24.3,669,-7.498068190482683e-4,2.04343186206419,FALSE,35.97380842326667,1.4533466871480498,Thesis,NA,NA,NA
M1,SanPablo,T2,48,a,2025-07-11,2025-08-08,2025,3.15104332,0,0,0,0,0,0,0,0,0,0,OK,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland,S2-48a,2.0138176276352553,1.125043783,11.00796711509716,24.3,669,0.00473019341500792,2.0664739570769344,FALSE,35.97380842326667,1.4533466871480498,Thesis,NA,NA,NA
M1,SanPablo,T2,48,b,2025-07-11,2025-08-08,2025,3.240136404,0,0,0,0,0,0,0,0,0,0,OK,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland,S2-48b,2.022961645923292,1.135551664,11.00796711509716,24.3,669,0.00473019341500792,2.0664739570769344,FALSE,35.97380842326667,1.4533466871480498,Thesis,NA,NA,NA
M1,SanPablo,T2,48,c,2025-07-11,2025-08-08,2025,2.801744534,0,0,0,0,0,0,0,0,0,0,OK,August,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland,S2-48c,2.0205232410464817,1.132749562,11.00796711509716,24.3,669,0.00473019341500792,2.0664739570769344,FALSE,35.97380842326667,1.4533466871480498,Thesis,NA,NA,NA
M2,Buck'sLanding,T1,0.5,a,2025-08-05,2025-09-03,2025,4.14824588,0,0,0,0,0,0,0,0,0,0,OK,September,Ramped,East.facing,"Late_Dry
(Months 1-3)",Edge,B1-0.5a,1.6544577089154178,0.743807502,5.161296829971182,18.08,694,0.17785756524338506,1.7010695502979745,FALSE,34.89580532666493,1.2246004538785733,Thesis,NA,NA,NA
M2,Buck'sLanding,T1,0.5,b,2025-08-05,2025-09-03,2025,2.234429707,0,0,0,0,0,0,0,0,0,0,OK,September,Ramped,East.facing,"Late_Dry
(Months 1-3)",Edge,B1-0.5b,1.6599441198882396,0.750176929,5.161296829971182,18.08,694,0.17785756524338506,1.7010695502979745,FALSE,34.89580532666493,1.2246004538785733,Thesis,NA,NA,NA
M2,Buck'sLanding,T1,0.5,c,2025-08-05,2025-09-03,2025,2.536180433,0,0,0,0,0,0,0,0,0,0,OK,September,Ramped,East.facing,"Late_Dry
(Months 1-3)",Edge,B1-0.5c,1.6611633223266449,0.751592357,5.161296829971182,18.08,694,0.17785756524338506,1.7010695502979745,FALSE,34.89580532666493,1.2246004538785733,Thesis,NA,NA,NA
M2,Buck'sLanding,T1,2,a,2025-08-05,2025-09-03,2025,1.378773705,0,0,0,0,0,0,0,0,0,0,OK,September,Ramped,East.facing,"Late_Dry
(Months 1-3)",Edge,B1-2a,1.7718059436118871,0.880042463,5.161296829971182,18.08,694,0.02968375936655274,1.858339098018449,FALSE,34.89580532666493,1.2246004538785733,Thesis,NA,NA,NA
M2,Buck'sLanding,T1,2,b,2025-08-05,2025-09-03,2025,1.198492959,0,0,0,0,0,0,0,0,0,0,OK,September,Ramped,East.facing,"Late_Dry
(Months 1-3)",Edge,B1-2b,1.7794259588519177,0.888888889,5.161296829971182,18.08,694,0.02968375936655274,1.858339098018449,FALSE,34.89580532666493,1.2246004538785733,Thesis,NA,NA,NA
M2,Buck'sLanding,T1,2,c,2025-08-05,2025-09-03,2025,1.033118167,0,0,0,0,0,0,0,0,0,0,OK,September,Ramped,East.facing,"Late_Dry
(Months 1-3)",Edge,B1-2c,1.7669291338582676,0.87438075,5.161296829971182,18.08,694,0.02968375936655274,1.858339098018449,FALSE,34.89580532666493,1.2246004538785733,Thesis,NA,NA,NA
M2,Buck'sLanding,T1,6,a,2025-08-05,2025-09-03,2025,4.793755022,0,0,0,0,0,0,0,0,0,0,OK,September,Ramped,East.facing,"Late_Dry
(Months 1-3)",Edge,B1-6a,1.8138684277368553,0.928874735,5.161296829971182,18.08,694,0.01104286813360896,1.8720950223241668,FALSE,34.89580532666493,1.2246004538785733,Thesis,NA,NA,NA
M2,Buck'sLanding,T1,6,b,2025-08-05,2025-09-03,2025,4.056858827,0,0,0,0,0,0,0,0,0,0,OK,September,Ramped,East.facing,"Late_Dry
(Months 1-3)",Edge,B1-6b,1.806248412496825,0.920028309,5.161296829971182,18.08,694,0.01104286813360896,1.8720950223241668,FALSE,34.89580532666493,1.2246004538785733,Thesis,NA,NA,NA
M2,Buck'sLanding,T1,6,c,2025-08-05,2025-09-03,2025,4.182014642,0,0,0,0,0,0,0,0,0,0,OK,September,Ramped,East.facing,"Late_Dry
(Months 1-3)",Edge,B1-6c,1.8053340106680211,0.918966737,5.161296829971182,18.08,694,0.01104286813360896,1.8720950223241668,FALSE,34.89580532666493,1.2246004538785733,Thesis,NA,NA,NA
M2,Buck'sLanding,T1,12,a,2025-08-05,2025-09-03,2025,1.096427822,0,0,0,0,0,0,0,0,0,0,OK,September,Ramped,East.facing,"Late_Dry
(Months 1-3)",Platform,B1-12a,1.8483108966217932,0.96886058,5.161296829971182,18.08,694,-0.00172583812482088,1.8663152905950524,FALSE,34.89580532666493,1.2246004538785733,Thesis,NA,NA,NA
M2,Buck'sLanding,T1,12,b,2025-08-05,2025-09-03,2025,1.357959572,0,0,0,0,0,0,0,0,0,0,OK,September,Ramped,East.facing,"Late_Dry
(Months 1-3)",Platform,B1-12b,1.8461772923545847,0.966383581,5.161296829971182,18.08,694,-0.00172583812482088,1.8663152905950524,FALSE,34.89580532666493,1.2246004538785733,Thesis,NA,NA,NA
M2,Buck'sLanding,T1,12,c,2025-08-05,2025-09-03,2025,1.799609458,0,0,0,0,0,0,0,0,0,0,OK,September,Ramped,East.facing,"Late_Dry
(Months 1-3)",Platform,B1-12c,1.8428244856489713,0.962491154,5.161296829971182,18.08,694,-0.00172583812482088,1.8663152905950524,FALSE,34.89580532666493,1.2246004538785733,Thesis,NA,NA,NA
M2,Buck'sLanding,T1,18,a,2025-08-05,2025-09-03,2025,3.023361235,0,0,0,0,0,0,0,0,0,0,OK,September,Ramped,East.facing,"Late_Dry
(Months 1-3)",Platform,B1-18a,1.8736093472186943,0.998230715,5.161296829971182,18.08,694,-0.02221947652684898,1.8408866750284556,FALSE,34.89580532666493,1.2246004538785733,Thesis,NA,NA,NA
M2,Buck'sLanding,T1,18,b,2025-08-05,2025-09-03,2025,2.563227965,0,0,0,0,0,0,0,0,0,0,OK,September,Ramped,East.facing,"Late_Dry
(Months 1-3)",Platform,B1-18b,1.8745237490474984,0.999292286,5.161296829971182,18.08,694,-0.02221947652684898,1.8408866750284556,FALSE,34.89580532666493,1.2246004538785733,Thesis,NA,NA,NA
M2,Buck'sLanding,T1,18,c,2025-08-05,2025-09-03,2025,2.359964947,0,0,0,0,0,0,0,0,0,0,OK,September,Ramped,East.facing,"Late_Dry
(Months 1-3)",Platform,B1-18c,1.8806197612395223,1.006369427,5.161296829971182,18.08,694,-0.02221947652684898,1.8408866750284556,FALSE,34.89580532666493,1.2246004538785733,Thesis,NA,NA,NA
M2,Buck'sLanding,T1,24,a,2025-08-05,2025-09-03,2025,1.488427328,0,0,0,0,0,0,0,0,0,0,OK,September,Ramped,East.facing,"Late_Dry
(Months 1-3)",Platform,B1-24a,1.8641605283210565,0.987261146,5.161296829971182,18.08,694,0.02688120789993156,1.8505249450567665,FALSE,34.89580532666493,1.2246004538785733,Thesis,NA,NA,NA
M2,Buck'sLanding,T1,24,b,2025-08-05,2025-09-03,2025,1.909750912,0,0,0,0,0,0,0,0,0,0,OK,September,Ramped,East.facing,"Late_Dry
(Months 1-3)",Platform,B1-24b,1.869037338074676,0.992922859,5.161296829971182,18.08,694,0.02688120789993156,1.8505249450567665,FALSE,34.89580532666493,1.2246004538785733,Thesis,NA,NA,NA
M2,Buck'sLanding,T1,24,c,2025-08-05,2025-09-03,2025,1.763672557,0,0,0,0,0,0,0,0,0,0,OK,September,Ramped,East.facing,"Late_Dry
(Months 1-3)",Platform,B1-24c,1.8714757429514857,0.995753715,5.161296829971182,18.08,694,0.02688120789993156,1.8505249450567665,FALSE,34.89580532666493,1.2246004538785733,Thesis,NA,NA,NA
M2,Buck'sLanding,T1,48,a,2025-08-05,2025-09-03,2025,1.990405678,0,0,0,0,0,0,0,0,0,0,OK,September,Ramped,East.facing,"Late_Dry
(Months 1-3)",Upland,B1-48a,1.856845313690627,0.978768577,5.161296829971182,18.08,694,0.00709242883196758,1.921341208364329,TRUE,34.89580532666493,1.2246004538785733,Thesis,NA,NA,NA
M2,Buck'sLanding,T1,48,b,2025-08-05,2025-09-03,2025,1.967965441,0,0,0,0,0,0,0,0,0,0,OK,September,Ramped,East.facing,"Late_Dry
(Months 1-3)",Upland,B1-48b,1.850749301498603,0.971691437,5.161296829971182,18.08,694,0.00709242883196758,1.921341208364329,TRUE,34.89580532666493,1.2246004538785733,Thesis,NA,NA,NA
M2,Buck'sLanding,T1,48,c,2025-08-05,2025-09-03,2025,2.656024308,0,0,0,0,0,0,0,0,0,0,OK,September,Ramped,East.facing,"Late_Dry
(Months 1-3)",Upland,B1-48c,1.8516637033274064,0.972753008,5.161296829971182,18.08,694,0.00709242883196758,1.921341208364329,TRUE,34.89580532666493,1.2246004538785733,Thesis,NA,NA,NA
